hochdeutsch,bischemerisch
Weltkrieg,Weldkriech
Weltskerl,Weldskärl
Weltwunder,Weldwunner
wem,wemm
wen,wen
wen man,wemmer
wenden,wende
wenden,wenne
wenig,i
wenig,n
wenig,weenich
wenig,wen
wenig,weni
wenig,wenich
wenig,wennich
weniger,wennicher
wenigste,wennichste
wenigstens,wenichstens
Wenkheim,Wenge
Wenkheimer,Wengemer
wenn,wann
wenn,wenn
wenn das,wenn's
wenn du noch,-no
wenn er,wenner
wenn ich gar mit unserem Zug,wenn i goar mit unnerm Züchle
wenn ich mich verzählt nicht,wenn i mi' verzejhlt nit haa
wenn man,mer
wenn man,wemmer
wenn man das,s
wenn wir das,s
wer,däär ärrt sich
wer,weer
wer,wer
wer,wär
wer,wäär
wer auf den Hintern,Schinkeklopfe
wer es,wer's
wer es,wäär's
wer selber gekriegt hat,wär selwer kricht hott
Werbacher,Werböcher
Werbacher Einwohner,Werböcher
werde,d
werde,wärd
werde es,werd's
werde es,wärd's
werden,werdde
werden,werre
werden diese extra aufgeführt,Ein
werdet ihr es,wäärders
werfen,schmeisse
werfen,wärfe
Werk,Wärg
Werk,Wärig
Werk,Wärk
Werkstatt,Wergstoad
Werktag,Werdooch
Werktag,Wärdoch
Werktag,Wärgedooch
Werkzeug,Werkzeuch
Werkzeug,Wärkzäuch
Werkzeug beim Flachs brechen,Preche
Wermut,Bermede
Wermut,Bärmede
Wermut Würzbüschel,Bermede
Wernersgründlein,Wörnersgründlein
wert,weart
wert,wärt
Wert,Wäärt
wert,wäärt
Werte,Wäärde
werten,wärte
Wertheim,Werde
Wertheim,Wärde
Wertheim,Wärrde
Wertheimer,Werdemer
Wertheimer Einwohner,Werdemer
Wertheimer Einwohner,Wärdemer
Wespen,Wesbe
Westen,Weste
westliche Bischemer Vorstadt,Vorschd
Wette,t
Wette,Wet
wette,wett
wetten,wede
Wetter,Wedder
Wetter,Wädder
Wetterdistel,Dunnerdissel
Wetterfahne,Wädderfohne
Wetterhahn,Wädderhoahne
Wetterregel,Wädderräächel
wettert,wädderd
wetzen,wedse
wetzen,wetze
Wetzstein,Wedsstoa
Wichse,Wichs
Wichse,Wigs
wichsen,wichse
wichsen,wigse
wichtig,wichtig
wickelt,wiggelt
widerhallt,wiiderhalld
wie,wi
wie,wie
wie besser,wi bessr
wie da das,s
wie das,wie's
Wie du heißt,haßt
wie man es,s
wie mehr,wi bessr
wie mir,wiem'r
wie mir dann vor Freude,wiem'r dann vor Fraad
wie sie ist,-iss
wie viel,wifl
wieder,widder
wieder,wiider
wiederkauen,kaafe
wiederkauen,widerkaafe
Wiederkauen der Kuh,idere
wiederkäuen,widerkafe
Wiedersehen,Wiedersäe
wiedersetzen,widdersetzt
wiederstehen,n
wiederstehen,widdersteh
wiegen,wiege
wiegen,wiiche
Wiese,Wies
Wiese,Wiise
Wiesel,Wisl
Wiesel,Wissel
wieselflink,wisselflienk
Wiesen,Wiese
Wiesenbach,Wiseboach
Wiesengrund,Wiesegruund
Wiesenherrgott,Wieseherrgöddle
Wiesenknöterich,Blutströpfli
Wiesenknöterich S,Blutströpfli
wild,wild
wilde,wille
Wilde,Wille
wilde Heer,Heer
wilde Heer,Wille
Wilden,Wille
wilden,wille
wildes,s
will der,r
will er,r
will ich auch,-aa
will ich nach früherer Art,'rer Oart
Willen,Wille
willst,t
willst du,wildst
willst du,wilt
Wind,Wiend
Wind,Wind
Wind,Wint
wind geschützte,wiendgeschützde
Winde,Pine
Windel,Winl
windelweich,winlwach
windig,windi
Winkel,Wingl
winken,winke
winkt,wingt
winkt,winkd
winselt,winseld
Winter,Wenter
Winter,Winder
Winterzeit,Winderszeit
wir,mer
wir,merr
wir,mier
wir,miir
wir,mr
wir,märr
wir allein,miir alloa
wir heben einen,mr hejbe oan
wir ihm,mer'm
wir tun eine rauchen,merr due oaner pfätze
Wirbel,Werwl
Wirbel,Wärwl
wird,d
wird,wärd
wird,wärrd
wird,wärt
wird er,wärd'r
wird es,s
wird es,werd's
wird es,wärd's
wirft,schmeißt
wirklich,gäll
wirklich,wergli
wirklich,werkli
wirklich,wärgli
wirklich,wärkli
Wirren,Wäre
wirres Haar,Schdruwel
Wirrwarr,Wärwar
Wirsing,Wärsching
wirst,wärrsd
Wirt,Wärd
Wirt,Wärt
Wirtin,Wärdin
Wirtschaft,Grüne Baom
Wirtschaft,Wertschaft
Wirtschaft,Wärtshaus
Wirtshaus,Wärtshaus
Wisch,Wysch
wischen,wysche
wischen,wüsche
wissen,wese
wissen,wesse
wissen,wisse
wissen es,wisse's
wissen will,wißt
Wittstadt,Witscht
wißt ihr,weßt'r
wo,wo
wo,wu
wo,wuu
wo das,s
wo das,wu's
wo dein Fuß,Wu di onnitrejcht dejn Fuß
wo es,wu's
Woak,Woak
Woche,Wuch
Woche,Wuche
Wochen,Wuuche
wochenlang,wuchelang
wohin,n
wohin,wuhii
wohl,h
wohl,l
wohl,wou
wohl,wouhl
wohl,woul
wohlan,allons
Wohlfarth,Wolfert
wohlfeil,wolfl
wohlfeiler,wölfler
wohlfeilste,wölflsde
wohnen,wohne
wohnen,wone
Wolf,Wolf
Wolke,Wolge
Wolke,Wolik
Wolke,Wolk
Wolken,Wolge
Wolle,Wole
wollen,e
wollen,l
wollen,wolle
wollen,wöl
wollen,wölle
wollen wir,merr
wollen wir,wöllemer
wollenes,wülles
wollenes,wüllis
wollens,wülles
wollt,wöllt
wollt ihr,r
wollt ihr,wöllt'r
worden,worde
Wort,Word
Wort,Wort
Wunde,Wunne
Wunder,er
Wunder,n
Wunder,Wun
Wunder,Wunner
wunderbar,wunnerboar
wunderbare,wunderboari
wundern,re
wundern,wunnere
Wunsch,Wunsch
Wunsch,Wuunsch
Wurm,Wurem
Wurm,Wuurem
Wurst,Worschd
Wurst,Wuerscht
Wurst,Wuurschd
Wurst machen,worschdle
Wurstschnappen,Worschdschnabbe
Wurstsuppe,Kreddelsubbe
Wurstsuppe,Kreddelsupp
Wurstverarbeitung,Worschdle
Wurzel,Woarzel
Wurzel,Wordsl
Wurzel,Worzel
Wurzel,Wurzel
Wurzeln ausgraben,reut't
Wurzeln aushöhlen,Worzelaushöühle
Wut,Wuud
wächst,wechst
wächst,wegst
Wägen,Wääche
wählen,wähle
während,während
währenddem,derrweil
währenddem,währenddemm
Wälder,Welder
Wände,Wen
Wände,Wenn
wär,i
wär,s
wäre,wär
wäre,wäär
wäre ihm gewiß,wiiß
wären,n
wärmt,wärmd
wärr,err
wärst du,wäärscht
wärst du jetzt bei,wäärscht jetz bei
Wäsche,Wesch
Wässerchen,Wässerli
wässerig,wässrit
Wässerlein,Wässerli
wäär,i
wölben,gwölwe
Wölfe,Wölf
Wörtersammlung,Bischmerisch
wühlen,wühle
wünschen,wünsche
wünscht,wünschd
würde gehen,gengkt
würge,wörch
würgen,wörche
würgt,wörchd
würgt,wörcht
Würmchen,Wörmli
Würmer,Wörm
Würmer,Wöörm
Würst,Wörscht
Würste,Wörschd
Würste,Wörscht
Würzburg,Wärdsburich
Würzburger Kapellchen,Kebele
Würzbüschel,Kannskraud
Würzbüschel,Wärdsbüschl
Würzbüschel,Wörzbüschel
Würze,Wörz
wüst,wüüscht
wüste Gegend,Wysding
wüste Gegend,Wüsting
wütend,wüddi
wütet,wüt't
zackern,dsagere
Zahl,Dsoal
Zahl,Zaal
Zahl,Zahl
Zahl,Zoahl
Zahlen,Zoahle
zahlen,zoahle
zahm,dsom
zahm,m
zahm,o
zahm,za
zahm,zaom
zahme,zahmi
Zahn,Dso
Zahn,Dsoan
Zahn,Zahn
Zange,Dsange
Zank,Dsonk
Zank,Zoonk
zanken,dsange
zanken,zanke
zappeln,dsawele
zappeln,wäwwern
zappeln,zawweln
zappelt,wäwwerd
zappelt,zawweld
zappelt,zawwelt
zappelt es,zawwelt's
Zarge,Dsarche
zart,dsoart
zart,dsoert
zart,zoart
zarte,zoardi
zarter,dsoerder
Zauberei,Häxerei
Zaun,Dsau
Zaun,Zau
Zecke,Dsege
Zehe,Dse
Zehe,Zeh
Zehen,Zehe
zehn,dse
zehn,zehn
zehren,dsere
Zeichen,Dsaiche
Zeichen,Zaache
Zeichen,Zeiche
zeichnen,zaachne
zeigen,waise
zeigen,zaache
zeigt,zeicht
Zeit,Dsait
Zeit,Zaad
Zeit,Zeid
Zeit,Zeyd
Zeitung,Bledle
Zeitung,Dsaiding
Zeitung,Zeiding
Zeitung,Zeitung
zelworte ableiten ließen,Ein
Zement,Dsemend
Zeppelin,n
Zeppelin,Zeppelii
Zeppelin,Zeppeliin
Zeppelin,Zäbbelin
zerbrochen,zerbroche
zerren,dsuge
zerstört,verheerd
zerzaust,verzaust
zetern,gilfe
zetert,gilfd
Zetschgenschnapps,Quätschichschnoabs
Zettel,Zeddel
Zeug,Tseuch
Zeug,Zeuch
Zeug,Zäuch
Zeugnis,Zeugnis
Zieche,Dsiche
Ziege,Gaaß
Ziege,Zäig
Ziegelstein,Ziichlstoa
ziehen,dsiche
Ziehen,Zieche
ziehen,zieche
ziehen,ziehe
ziehst,ziechst
zieht,ziecht
Ziehwagen,Dsichwächele
Ziehwagen,Wechele
Ziehwagen,Wächele
Ziehwagen,Ziechwächele
Ziel,Ziel
Zigaretten,Zigaredde
Zigaretten,Zigarette
Zigarettenbildchen,Zigarettebildli
Zigeuner,Dsichainer
Zigeuner,Zicheiner
Ziichl,Zigoori
Zimmer,Stuwwe
Zimmer,Zimmer
Zimt,Dsimet
Zins,Dsinds
Zipfel,Dsipfl
Zipfelmütze,Zibfelkabbe
Zittergras,Ziddergroas
zitterig,ziddrid
zittern,ziddere
Zittern,Ziddre
zittert,t
Zopf,Dso
Zopf,Dsoupf
Zopf,pf
Zopf,u
Zopf,Zoupf
Zorn,Dsore
Zorn,Rouches
Zorn,Zore
zornig aufbrausen,uffbegere
zorniger Mensch,Giftschaiser
zu,dse
zu,dsuu
zu,ze
zu,zu
zu Abend gegessen,vesbert
zu arg,dsuoarich
zu dem,dsum
zu Grunde gegangen,gwomt
zu guter Letzt,zugudderletzt
zu ihm,dsunem
zu schmieren,schmiere
zu zuhören,zuzehöre
zu zweit,dsebanert
zu zweit,dsepanrt
Zuber,Dsuwer
Zuchtvieh,Fosl
Zucker,Dsuger
Zucker,Zucker
Zucker,Zugger
Zuckergebäck aus Walldürn,Hörzli
Zuckergebäck aus Walldürn,Nunneförzli
Zuckergebäck aus Walldürn,Schisserli
Zuckergebäck aus Walldürn,Zuggerreuter
zuckern,zuggere
Zuckerstangen,Zuggerstange
zuckersüß,zuggersüß
zuende,al
zuerst,dsourschd
zuerst,enourscht
zuerst,erscht
zuerst,zärschd
zuerst,zärscht
zuerst,zärst
zuerst,ärschd
zuerst,ärscht
zuerstes,ärschd's
Zug,Dsuch
Zug,Zuuch
Zug,Züchle
Zug nach Königheim,Bimmelbähnle
Zug nach Königheim,Kenjum
Zug von Bischofsheim nach Königheim,Kennjum
zugefasst,gepackt
zugefasst,n
zugefasst,oo
zugeschlagen,schloache
zugleich,zebal
zugleich,zeball
Zugtier in andere Gangart steuern,barier
Zugtier mit Blässe,Bläss
zuhören,horch
Zukunft,Zukunft
zuletzt,zeletzt
zuletzt,zuletzt
zuliebe,zulieb
zullen,zülle
zum,dsum
zum,zu
zum,zum
zum,zumm
zum letzten Mal,letztmool
zum Teufel,dsum daigsel
zum Teufel,dsum Daigsl
Zunder,Dsuner
Zunge,Zung
zur,zur
zurück,dseruk
zurück,dserük
zurück,für
zurück,hyfdseryk
zurück,hyist wist
zurück,zerück
zurück,zruck
zusammen,dsam
zusammen,dsame
zusammen,e
zusammen,m
zusammen,z'samme
zusammen,zamme
zusammen,zoamm
zusammen,zoamme
zusammen,zusoamme
zusammen gefallen,zoammegedatscht
zusammen gestellt,stellt
zusammen halten,sammehalde
zusammen sitzen,sätze
zusammenfällt,gedatschd
zusammengefallen,sammegedatschd
zusammengelegt,zusoammeglejcht
Zusammengemischtes,Gmouschel
zusammengeschnürt,gradlt
zusammenrühren,dsameglöbere
zustande,zestan
zutraulich,haanli
zutraulich,hali
zutraulich,hoali
zutraulich,hoanli
zuviel,zeviel
zuvor,zevor
zuwider,dsewider
zwanzig,dswandsich
zwanzig,zwanzich
zwar,zwaor
zwar,zwoar
zwei,a
zwei,dswa
zwei,dswai
zwei,Koarschd
zwei,Korst
zwei,zwaa
zwei,zwoa
zweierlei,dswaaerle
Zweig,Dswaach
Zweig,Zweich
Zweig am Apfelbaum mit einem Stecken stossen,stupfeln
Zweig am Apfelbaum mit einem Stecken stossen,Öpfelstupfle
zweihundert,zwaahunnerd
zweimal,zwaamool
zweite,a
zweite,dde
zweite,zwa
zweite,zwaad
zweite,zwadde
zweite,zwatte
zweiter,dswader
Zwerg,Zwerch
Zwerglein,Zwerchle
Zwetschenkuchen,Quätscheploatz
Zwetschennarren,Bauge
Zwetschgen,Quätsche
Zwetschgen,Quätschich
Zwetschgenkuchen,Quätschichploatz
Zwetschgenkuchen,Quätschichplätz
Zwetschgenschnaps,Quätschichschnabs
zwicken,dswige
Zwiebel,Dswywl
Zwiebel,Zwiiwl
Zwiebel,Zwüwwel
Zwiebelkuchen,Zwüwwelkuche
Zwiesprache,Zwiesprooch
zwingen,dswingt
Zwirn,Zwiire
zwischen,dswysche
zwischen,dswüsche
zwischen,zwüschen
zwölf,dswölf
zwölf,zwelf
zäh,dsä
zähe,dse
zählen,dseile
Zähnchen,Haggerli
Zähne,Dse
Zähne,Zeh
Zähne,Zehn
Zähne zeigen,bleg
Zähne zeigen,e
Zähne zeigen,g
zärter,dsörder
Zäune,Dsay
zäunen,dsayne
Zöpfe,Dsöpf
Zöpfe,Zöpf
zöpfen,zöpfe
zöpfen dem,m
Zörnlein,Dsörle
Zügel,Dsychl
Züglein,Züchle
züllen,zülle
Äcker,Eger
Äcker,Ekr
ähnlich,ähnlich
ähnliches,ehnliches
Ähre,Ear
Ährenlese,Ährelääse
Ährenreste auflesen,schdupfle
älter,elder
älteste,eldste
älteste,eltste
ändern,ännere
ängstlich,engstli
Äpfel,e
Äpfel,l
Äpfel,Öpf
Äpfel,Öpfel
Äpfel stehlen,Öpfelklaue
Äpfel stupfen,stupfeln
Äpfel stupfen,Öpfelstupfle
Ärger,Ärcher
ärgern,zwüwle
ärgern,ärchern
ärgste,ärchde
ärgste,ärchst
Ärmel,Ärml
Ärsche,Ärsch
Äste,Est
ätsch,ädsch
Äuglein,Aachli
Äußere,Äußre
Äußeres,Äußer's
äußerst töricht,vreckdolweri
ödes Land,Wüsting
Öfen,Öyfe
Öhre,Öar
Öl,Öyl
übel,ywel
üben,üwe
über,iwwer
über,üwwer
über,üwwr'
über etwas nachsinnen,brüde
überall,l
überall,yweroli
überall,üwweraal
überall,üwweraali
überall,üwweroal
überall,üwweroall
überall,üwweroli
überbleiben,üwwerblei
überdeckter Abzugsgraben,Doul
überlaufen,üwwerlaffe
überlegt,üwwerlejcht
überlisten,üwwerliste
überm,üwwerm
übern,üwwern
überqueren,iwwerquere
übers,üwwer's
übers,üwwers
übrig,üwrich
ümm,wi
üwwer,wi
üwwern,wu
üwwers,wu
﻿Hochdeutsch,Bischemerisch
